mannerism,"noun:A distinctive behavioral trait; an idiosyncrasy.","Its the comparison of the mannerism of various stars. .trying to tell his \mannerism was"
mansion,"noun:A large stately house.","After briefly reciting the history of the house at Robin Hill, which he described as a mansion, and the actual facts of expenditure, he went on as follows:"
mantle,"noun:A loose sleeveless coat worn over outer garments; a cloak.","Picking up the mantle is a relative newcomer: Lu Din Gee Cafe, where seven of us gathered recently for a duck feast."
manumit,"verb-transitive:To free from slavery or bondage; emancipate.","It is evident, that others cannot ""manumit"" for them."
manuscript,"noun:A book, document, or other composition written by hand.","Publishers will not buy a novel manuscript from a first-time novelist unless the manuscript is completed."
mar,"verb-transitive:To inflict damage, especially disfiguring damage, on.","I couldn't help asking him whether there had been nothing to mar the pleasure of their stay in Altruria, and he answered: ""Well, I don't know as you could rightly say _mar; _ it hadn't ought to have."
maraud,"verb-intransitive:To rove and raid in search of plunder.","We are a race of land-robbers and sea-robbers, we Anglo-Saxons, and small wonder, when we suckle at the breasts of a breed of women such as maraud my poppy field."
margin,"noun:An edge and the area immediately adjacent to it; a border. See Synonyms at border.","I probably should have used the term margin of error rather than statistical uncertainty in my earlier comment."
marginal,"adjective:Of, relating to, located at, or constituting a margin, a border, or an edge:  the marginal strip of beach; a marginal issue that had no bearing on the election results.","The industry proposes a 5 percent tax rate after the initial five-year period, but with a 1 percent rate for what it calls marginal wells."
marital,"adjective:Of or relating to marriage:  marital status; marital problems.","While the term marital property can seem quite simple, it is a complex process and forces parties to account and document every penny that was spent in order to prove whether the property is marital or separate."
maritime,"adjective:Of, relating to, or adjacent to the sea.","BOWMAN: What America does need, Gates said, is for the Marines to preserve what he calls their maritime soul."
marked,"adjective:Having one or more distinguishing marks.","The tape, too, was fixed with a label marked with initials and a date matching the ones on the box."
maroon,"verb-transitive:To put ashore on a deserted island or coast and intentionally abandon.","He should be available for his final game in maroon and gold."
marquee,"noun:A large tent, often with open sides, used chiefly for outdoor entertainment.","I know as a marquee player how much that pressure can affect your game. """""
marrow,"noun:Bone marrow.","In the bodies of the long bones the marrow is of a yellow color, and contains, in 100 parts, 96 of fat, 1 of areolar tissue and vessels, and 3 of fluid with extractive matter; it consists of a basis of connective tissue supporting numerous bloodvessels and cells, most of which are fat cells but some are marrow cells,  such as occur in the red marrow to be immediately described."
marsh,"noun:An area of soft, wet, low-lying land, characterized by grassy vegetation and often forming a transition zone between water and land.","The next kind is the white hog, which has much the same habits as the former, except that it is usually found in moist places, near lakes and rivers, and is often called the marsh-pig."
marshal,"noun:A military officer of the highest rank in some countries.","You an 'me an' 'Mary-go-round' -- that was what we called the marshal, him being so much all over the country -- 'you an' me an 'Mary-go-round will have to stock a sure-thing deck against that maverick.'"
marsupial,"noun:Any of various nonplacental mammals of the order Marsupialia, including kangaroos, opossums, bandicoots, and wombats, found principally in Australia and the Americas.","But there is almost like what we call a marsupial pouch kind of like a kangaroo's pouch where there's no shear whatsoever."
martial,"adjective:Of, relating to, or suggestive of war.","These Africans would carry an art of fighting developed in the Horn of Africa into China which today we call martial arts: Tai Chi, Kung fu and Tae Kwon Do."
martinet,"noun:A rigid military disciplinarian.","He became what he called the martinet, someone who belittled and mocked the officers that he initially treated as his friends."
martyr,"noun:One who chooses to suffer death rather than renounce religious principles.","""Have a care that in being such, you do not become a martyr to love, the _martyr of a woman_."""
marvel,"noun:One that evokes surprise, admiration, or wonder. See Synonyms at wonder.","Then, with the same rapid step and preoccupied face, he made the round of the whole garden, and showed his former ward all his greenhouses and hot-houses, his covered-in garden, and two apiaries which he called the marvel of our century."
mash,"noun:A fermentable starchy mixture from which alcohol or spirits can be distilled.","They have conceived the term mash-upto be about Co-creation, and user involvement in service prototyping."
masochism,"noun:The deriving of sexual gratification, or the tendency to derive sexual gratification, from being physically or emotionally abused.","When you hear the word masochism, you probably think of whips and chains and the like."
mason,"noun:One who builds or works with stone or brick.","As you know, I call a mason jar I retrieved from the trash my"
masquerade,"noun:A costume party at which masks are worn; a masked ball. Also called masque.","As you, my dear, always turn pale when the word masquerade is mentioned; so, I warrant, will ABBEVILLE be a word of terror to these wretches, as long as they live."
mass,"noun:A unified body of matter with no specific shape:  a mass of clay.","""Finally, as your excellence wishes to know what we retain in our churches of the ceremonies of the mass, I would inform your excellence, that the mass is entirely abolished, _except when are persons present_ who wish to receive the Lord's Supper;"" [Note 37] that is, we have entirely abolished private masses; at which, as it is well known, no one communed but the priest himself, but retain the _public mass_ at communion seasons."
massacre,"noun:The act or an instance of killing a large number of humans indiscriminately and cruelly.","Human Rights Watch on Tuesday urged Nigeria to prosecute those behind what it called a massacre of at least 200"
masticate,"verb-transitive:To chew (food).","So I sat there munching on cookies with him and listened to him masticate his beside me."
mat,"noun:A flat piece of coarse fabric or other material used for wiping one's shoes or feet, or in various other forms as a floor covering.","Actually the article is mainly about whether to use a sticky mat or go commando on the bare floor (for all you hygiene enthusiasts, apparently the floor gets cleaned a lot more than your mat*), but anyone who has been to a yoga studio knows that your yoga mat says a lot about who you are and how you live your life."
materialism,"noun:Philosophy   The theory that physical matter is the only reality and that everything, including thought, feeling, mind, and will, can be explained in terms of matter and physical phenomena.","In his ultimate view of life, he was a drastic pessimist, and what we call materialism receives from his hands the clinching fiat of a terrific imprimatur."
maternal,"adjective:Relating to or characteristic of a mother or motherhood; motherly:  maternal instinct.","IV. ii.35 (435,9) From her maternal sap] [W: material] I suppose no reader doubts but the word should be _maternal_."
matriarch,"noun:A woman who rules a family, clan, or tribe.","But the matriarch is the glue that binds the entire family together and the inheritor of the late Jindals political constituency."
matriculate,"verb-transitive:To admit or be admitted into a group, especially a college or university.","In the early '80s Adani, a matriculate from a Gujarati-medium school, went to Mumbai where he started working in a diamond-processing unit and steadily made his way up, eventually running his own businesses."
matriculation,"noun:enrollment in a college or university","For, unlike matriculation, which is geared towards preparing students for university, the subjects taught in Form Six are too academic, educationists say."
matrimony,"noun:The act or state of being married; marriage.","But some clergy had questioned whether church ceremonies - and the term matrimony - should be reserved for heterosexual unions."
matrix,"noun:A situation or surrounding substance within which something else originates, develops, or is contained: ""Freedom of expression is the matrix, the indispensable condition, of nearly every form of freedom�?  ( Benjamin N. Cardozo).","Instead, the U-M researchers propose an alternative model, which they call the matrix quality model."
matte,"noun:Variant of mat2.","Paraguay tea, which they call matte, as I mentioned before, is always drunk twice a day: this is brought upon a large silver salver, with four legs raised upon it, to receive a little cup made out of a small calabash or gourd, and tipped with silver."
mattress,"noun:A usually rectangular pad of heavy cloth filled with soft material or an arrangement of coiled springs, used as or on a bed.","Heaven and earth are being moved to make sure money in the mattress is the worst possible choice."
mature,"adjective:Having reached full natural growth or development:  a mature cell.","DESI: Our target audience for ""Postal II"" is what we refer to as mature gamers, and actually that's probably somewhere between 25 and 35 male, is the target audience."
maudlin,"adjective:Effusively or tearfully sentimental: ""displayed an almost maudlin concern for the welfare of animals�?  ( Aldous Huxley).  See Synonyms at sentimental.","Mary Magdalene inspires, these women say, because she was not a weakling -- the weeping Magdalene whose name begat the English word ""maudlin"" but a person of strength and character."
maul,"noun:A heavy, long-handled hammer used especially to drive stakes, piles, or wedges.","""It's no secret our maul was a good weapon for us last year but going through a Premiership season just kicking and mauling is not necessarily possible,"" Hayes said."
mausoleum,"noun:A large stately tomb or a building housing such a tomb or several tombs.","The others were Diana's Temple at Ephesus, the Tomb of Mau-so´lus (which was so fine that any handsome tomb is sometimes called a mausoleum), the"
mauve,"noun:A moderate grayish violet to moderate reddish purple.","Children look for the Little People in mauve flowers – Canterbury bells and hyacinths – and, though they never find them, they know them there."
maven,"noun:A person who has special knowledge or experience; an expert.","SAFIRE: Well, language maven, and maven, of course, is a Yiddish word for connoisseur."
maverick,"noun:An unbranded range animal, especially a calf that has become separated from its mother, traditionally considered the property of the first person who brands it.","If you understand that the word maverick is code for undisciplined."
mawkish,"adjective:Excessively and objectionably sentimental. See Synonyms at sentimental.","This book, small and easily digested, stopping just short of the maudlin and the mawkish, is on the whole sincere, sentimental, and skillful."
maxim,"noun:A succinct formulation of a fundamental principle, general truth, or rule of conduct. See Synonyms at saying.","This maxim is a wise guide to a great and simple precaution in life: Never, ever, think about something else when you should be thinking about the power of incentives …"
mayhem,"noun:Law   The offense of willfully maiming or crippling a person.","Sounds great, working in mayhem is not nice at all."
meager,"adjective:Deficient in quantity, fullness, or extent; scanty.","McCain started off his campaign stacking his long resume against what he characterized as the meager accomplishments of slick talking Ivy League upstart."
mealymouthed,"adjective:alternative form of mealy-mouthed.","The victorious Allies, who will be her judges, will not be moved by ""mealymouthed philanthropies."""
mean,"verb-transitive:To be used to convey; denote: ""'The question is,' said Alice, 'whether you can make words mean so many different things'�?  ( Lewis Carroll).","""And you realise that I mean it, _mean_ it, with every fibre of me."""
meander,"verb-intransitive:To follow a winding and turning course:  Streams tend to meander through level land.","Near the west coast of Asia Minor, a river named Meander, the river from which the word meander is coined, spills into a dismal swampy plain in the country that today is Turkey."
measly,"adjective:Slang   Contemptibly small; meager:  gave the parking attendant a measly tip.","The doctor returned to the captain, and said, ""that there was no doubt but that the pig was measly, which was a complaint very frequent on board ships, particularly in hot climates, where all pork became _measly_ -- one great reason for its there proving so unwholesome."""
measured,"adjective:Determined by measurement:  The measured distance was less than a mile.","By claiming he had already been sentenced, and to a term measured in days not months, the defense tried to make it appear that Polanski wasn't eligible for extradition."
mechanical,"adjective:Of or relating to machines or tools:  mechanical skill.","Ostwald, who would replace what he terms a mechanical theory of the universe by an ""energetical"" theory, and would dwell exclusively on energy as opposed to its vehicles."
meddle,"verb-intransitive:To intrude into other people's affairs or business; interfere. See Synonyms at interfere.","How to make doing nothing - indeed REFUSING to ""meddle"" - look as though it is a real act of leadership."
meddlesome,"adjective:Inclined to meddle or interfere.","It's so easy to not be ""meddlesome"" after a decision has been made by the deciders."
media,"noun:A plural of medium. See Usage Note at medium.","Referring to a claim by media that Ma was only informed about the situation following an inquiry from CNA, Chang said the government must learn from the episode because it cannot rely on the ­media to when dealing with developing crises."
mediate,"verb-transitive:To resolve or settle (differences) by working with all the conflicting parties:  mediate a labor-management dispute.","Other theologians hold that the definitions of dogmatic facts, in the wider and stricter acceptation, are received, not by Divine faith, but by ecclesiastical faith, which some call mediate Divine faith."
mediocre,"adjective:Moderate to inferior in quality; ordinary. See Synonyms at average.","210. e AS IN _ME_: amenable _amenable_ clique _klek_, not _klick_ creek _krek_, not _krick_ either _eether_ (preferable) mediocre _mediocre_ naïve _na'eve_ (_a_ as in _arm_) neither _neether_ (preferable) precedence _prece'dence_ precedent _prece'dent_ (when an adjective) predecessor _predecessor_ predilection _predilection_ premature _premature_ quay _ke_ resplendent _resplen'dent_ sacrilegious _sacrilegious_, not - _religious_ series _serez_ sleek _slek_, not _slick_ suite _swet_, not like _boot_"
meditate,"verb-transitive:To reflect on; contemplate.","Meditate: I use the word meditate metaphorically - everyone should meditate their own way."
meditation,"noun:The act or process of meditating.","The Vâkyakâra then propounds a pûrvapaksha (primâ facie view), 'Once he is to make the meditation, the matter enjoined by scripture being accomplished thereby, as in the case of the prayâjas and the like'; and then sums up against this in the words 'but (meditation) is established on account of the term meditation'; that means -- knowledge repeated more than once (i.e. meditation) is determined to be the means of Release."
medium,"noun:Something, such as an intermediate course of action, that occupies a position or represents a condition midway between extremes.","Very good depth, but a bit closed up right now taste: delicious and smooth medium feel with excellent medium+ acidity and balanced tones of white fruits, pears, apples, apricots and a bit of nectarines."
medley,"noun:An often jumbled assortment; a mixture: ""That night he dreamed he was traveling in a foreign country, only it seemed to be a medley of all the countries he'd ever been to and even some he hadn't�?  ( Anne Tyler).","Beck did this so often that comedian Lewis Black strung them together on The Daily Show in what he called a medley of Beck's ""Hitler Tourette's Syndrome."""
meek,"adjective:Showing patience and humility; gentle.","'_From that placid aspect and meek regard, _' on the ground that; '_meek regard_ conveys no new idea to _placid aspect_.'"
meet,"verb-transitive:To come upon by chance or arrangement.","That's nice, but how about first focusing on actually making sure that what products carry the label meet the specifications at all."
megalomania,"noun:A psychopathological condition characterized by delusional fantasies of wealth, power, or omnipotence.","The guy can still do a decent show, but his megalomania is astounding."
melancholy,"noun:Sadness or depression of the spirits; gloom: ""There is melancholy in the wind and sorrow in the grass�?  ( Charles Kuralt).","He had heard the day before from his friend's aunt, a helpless person to whom telegraphy was difficult and travel inconceivable, and who, in eight pages of unpunctuated eloquence, made over to Dick what she called the melancholy privilege of winding up her nephew's affairs."
melee,"noun:Confused, hand-to-hand fighting in a pitched battle.","I'm finally getting around to leveling/playing a warlock myself (just hit 77 yesterday) and I must say turning into a demon and joining my axe wielding friend in melee is ever so much fun."
meliorism,"noun:The belief that improvement of society depends on human effort.","But given how messianic aspects of neoconservatism would subsequently become it's interesting to note that Kristol also (and in my view correctly) quipped that ""meliorism"" was all that could be hoped for even though:"
mellifluous,"adjective:Flowing with sweetness or honey.","I was pleased to see the word ""mellifluous"" in today's post, especially as your use of it was so apt."
melody,"noun:A pleasing succession or arrangement of sounds.","The melody flows or soars like the song of a bird, because it is the free expression, not of musical fantasy, as such (the unconscious play of tonal fancy), but the flow of _melody_, _song_, the soaring of spirit in some one particular direction, floating upon buoyant pinions, and in directions well conceived and sure."
membrane,"noun:Biology   A thin, pliable layer of tissue covering surfaces or separating or connecting regions, structures, or organs of an animal or a plant.","Its piezo-electro membrane is a flexible electric generator, where bending the material or applying stress creates an electric charge."
memento,"noun:A reminder of the past; a keepsake.","The only reason I gave begins a chance was due to nolan's involvement (memento is one of my all time favorites)."
memoir,"noun:An account of the personal experiences of an author.","In the title memoir, Maurer reflects that ""blindness must be confronted in unconventional ways if progress in surmounting its disadvantages is to be made."""
memorial,"noun:Something, such as a monument or holiday, intended to celebrate or honor the memory of a person or an event.","IPPEKDEL tsst lihood from the profession ezercued by yoor me - moriatists, beinff identified with the general proa - perity of the shipping interest of the Union, im - fooldens them to set forth in this memorial the loss it is sufiering from the fatal influence of the dis* criminating duties established in France to favor its own vessels in the exclusive importation there of the great staples of the United States, the pro - gressive evils of which influence your memorial* ists have painfully witnessed for the last two years in silence, from the expectation they (and no doubt their ship owners also) entertained that a commer - cial treaty was negotiating, which, at least, would have established the intercourse between France and the United States on the same footing on which it exists as regards England and other coun - tries that have adopted the liberal system to which Congress has invited all nations."
memorialize,"verb-transitive:To provide a memorial for; commemorate.","WHITFIELD: Yes, and what you don't see because the trees are, of course, in the way in, T.J., right there in Centennial Park, those big, beautiful pillars that are right in the middle of the park that decorate and kind of memorialize the Olympic Park, a lot of those were just torn down as if they were toothpicks."
menace,"noun:A possible danger; a threat:  the menace of nuclear war.","Matching Lassick is the title menace, played surprisingly well-considering the make-up job-by character actor Stephen Furst ("
menagerie,"noun:A collection of live wild animals on exhibition.","If the fishing isn't bizarre enough, there's some random samurai action going on and this whole menagerie is played out to Metallica's ""Unforgiven,"" which, if you watch it a few times will become as hysterical to you as it has to me."
mend,"verb-transitive:To make repairs or restoration to; fix.","-- ""Well, well,"" quoth the doctor, ""I will make it up with your Majesty on these terms, -- as _you mend I'll mend_."""
mendacious,"adjective:Lying; untruthful:  a mendacious child.","The bigger the unit you deal with, the hollower, the more brutal, the more mendacious is the life displayed."
mendacity,"noun:The condition of being mendacious; untruthfulness.","While Khouri's mendacity is uncontestable, Australian filmmaker Anna Broinowski thankfully has more on her mind than simply debunking her subject in Forbidden Lie$."
mendicant,"adjective:Depending on alms for a living; practicing begging.","What I did not know until tonight, whilst reading Downloading Midnight by William Browning Spencer (a so-far excellent cyberpunk novelette) was that mendicant is a real word and not a made-up construct."
menial,"adjective:Of or relating to work or a job regarded as servile.","It is noteworthy that the Tahitian does not distinguish between what we call menial labor and other work."
mentor,"noun:A wise and trusted counselor or teacher.","Note that the term mentor is not the same as idol, and implies a direct working relationship."
mercantile,"adjective:Of or relating to merchants or trade.","""At the same time I have the honor to bring to the knowledge of your excellency that the German authorities will detain French mercantile vessels in German ports, but they will release them if, within forty-eight hours, they are assured of complete reciprocity."""
mercenary,"adjective:Motivated solely by a desire for monetary or material gain.","TED KOPPEL: They don't like the term mercenary at Blackwater USA."
mercurial,"adjective:Roman Mythology   Of or relating to the god Mercury.","I guess the ""mercurial"" is a pretty negative thing."
meretricious,"adjective:Attracting attention in a vulgar manner:  meretricious ornamentation.  See Synonyms at gaudy1.","Persiani is more generally a favorite here; she is indeed skilful both as an actress and in the management of her voice, but I find her expression meretricious, her singing mechanical."
merger,"noun:The act or an instance of merging; union.","This was the first trust -- what they call a merger -- but it occurred in politics."
merit,"noun:Superior quality or worth; excellence:  a proposal of some merit; an ill-advised plan without merit.","The term merit is often applied to Christ's passive obedience as well as to his active."
merited,"verb:simple past tense and past participle of merit.","His widow might continue to hold her pious faith in him, and refuse to believe that his name merited obloquy; his child knew better."
mesh,"noun:Any of the open spaces in a net or network; an interstice.","The ground or réseau was very similar to Brussels hand-made, but the hexagonal mesh is shorter, as reference to the diagram of réseaux will show."
mesmerism,"noun:A strong or spellbinding appeal; fascination.","It were impossible, in a space like ours, to give even an outline of the different species of waren and their strange practices, part of which would seem to be akin to what we call mesmerism and clairvoyance, with the addition of spells and sacrifices."
mesmerize,"verb-transitive:To spellbind; enthrall: ""He could mesmerize an audience by the sheer force of his presence�?  ( Justin Kaplan).","Or that the word mesmerize comes from the German hypnotist Franz Anton Mesmer?"
messy,"adjective:Disorderly and dirty:  a messy bedroom.","Now, this is what I call a messy situation because Thai police are hellbent on proving that it was anything but murder."
metallurgy,"noun:The science that deals with procedures used in extracting metals from their ores, purifying and alloying metals, and creating useful objects from metals.","The word metallurgy has a Greek origin: metallon (metal) and ourgia (working)."
metamorphosis,"noun:A transformation, as by magic or sorcery.","The term metamorphosis, then, really implies an alteration in the organizing force, taking effect at a very early period of the life of the flower, at or before the period when the primitive aggregation of cells, of which it is at that time composed, becomes separated or"
metaphor,"noun:A figure of speech in which a word or phrase that ordinarily designates one thing is used to designate another, thus making an implicit comparison, as in ""a sea of troubles�? or  ""All the world's a stage�?  ( Shakespeare).","-- If what is begun as a metaphor is not completed as begun, but is completed by a part of another metaphor or by plain language, we have what, is called a _mixed metaphor_."
metaphysical,"adjective:Of or relating to metaphysics.","In addition, the English word ""metaphysical"" is defined to mean something that is outside the realm of empirical verification."
mete,"verb-transitive:To distribute by or as if by measure; allot:  mete out justice.","Sarazines: and it is convenyent to a god, to ete no mete, that is mortalle; and therfore thou schalt not ete, but precyous stones, riche perles, and tresour, that thou lovest so moche."
meteoric,"adjective:Of, relating to, or formed by a meteoroid.","The men who now and then flash across our intellectual heavens, drawing all eyes for the moment, these I call meteoric men."
meteorology,"noun:The science that deals with the phenomena of the atmosphere, especially weather and weather conditions.","Greek philosopher and scientist Aristotle (384-322 BC) was the first to use the word meteorology in his book Meteorologica (ca. 340 BC) which summarized the knowledge of that time about atmospheric phenomena."
meter,"noun:The measured arrangement of words in poetry, as by accentual rhythm, syllabic quantity, or the number of syllables in a line.","[A line of spacer text because this word meter is broken]"
methodical,"adjective:Arranged or proceeding in regular, systematic order.","LAVANDERA: We don't know who Gonzalez is talking about exactly, but investigators say they've arrested all the men who carried out what they called the methodical and chilling murders of the Billings couple."
meticulous,"adjective:Extremely careful and precise.","O'BRIEN: He's the one described as the meticulous one, as you say, the J.D./M.D., the lawyer, doctor guy, who was taking copious notes; even after some of the reporters stopped taking notes, he was still taking notes."
metrical,"adjective:Of, relating to, or composed in poetic meter:  metrical verse; five metrical units in a line.","Apart from the many faults of interpretation all of the metrical translations of the Nibelungenlied here enumerated are defective in one all-important respect: they do not reproduce the poem in its _metrical form_."
metropolis,"noun:A major city, especially the chief city of a country or region:  Chicago, the metropolis of the Midwest.","The term metropolis comes from two Greek words meter and polis, or ""mother-city."""
mettle,"noun:Courage and fortitude; spirit:  troops who showed their mettle in combat.","I. i.96 (151,8) Of unimproved mettle hot and full] _Full of unimproved mettle_, is full of spirit not regulated or guided by knowledge or experience."
mettlesome,"adjective:Full of mettle; spirited and plucky. See Synonyms at brave.","The primeval versions of Alone in the Dark were critically panned, and with beatific reason: the mettlesome was a preventative mess."
miasma,"noun:A noxious atmosphere or influence: ""The family affection, the family expectations, seemed to permeate the atmosphere . . . like a coiling miasma�?  ( Louis Auchincloss).","I find the best way to address this miasma is with a high-end programmable universal remote."
microcosm,"noun:A small, representative system having analogies to a larger system in constitution, configuration, or development: ""He sees the auto industry as a microcosm of the U.S. itself�?  ( William J. Hampton).","Fail not most carefully to peruse the books of the Greek, Arabian, and Latin physicians, not despising the Talmudists and Cabalists; and by frequent anatomies get thee the perfect knowledge of that other world, called the microcosm, which is man."
middling,"adjective:Of medium size, position, or quality.","From domestic uneasiness a man has a thousand resources; in middling life, the tavern, in high life, the gaming-table, suspends the anxiety of thought."
miff,"noun:A petulant, bad-tempered mood; a huff.","Such a move would also miff top adviser George Stephanopoulos, who'd lose the one advantage of his closet-size office: its shortcut through the dining room to the Oval Office."
migrant,"noun:One that moves from one region to another by chance, instinct, or plan.","They discuss Mildred's Lane, a collaborative project with Mark Dion, the revolutionary politics of garments, and reclaiming the term migrant worker."
migratory,"adjective:Characterized by migration; undergoing periodic migration:  migratory birds.","We dream of birds, watch them pepper the sky in migratory lines that coil and uncoil such hard instincts in deep September."
milieu,"noun:An environment or a setting.","Yes, she operated in the old major label milieu, but her stuff was way more daring and imaginative and far less dogmatic than most hipster acts."
militant,"adjective:Fighting or warring.","It defines the term militant to mean, 'a person or group willing to use force or strong pressure to achieve her aims '."
militate,"verb-intransitive:To have force or influence; bring about an effect or a change: ""All these factors militated to a different targeting priority�?  ( Tom Clancy).  ""The chaste banality of his prose . . . militates against the stories' becoming literature�?  ( Anthony Burgess).","She felt that she had spoken as impressively as it was necessary to do, and that in using the superior word ""militate"" she had thrown a noble drapery over a mass of particulars which were still evident enough."
militia,"noun:An army composed of ordinary citizens rather than professional soldiers.","An aft to apportion At relief* by the fevered fiatutes mm in force directed to bo ghat* to the families of non-eommifioned office, drummers* fifers* and private s y ferving in the mttkia* between the county at large and the peculiar di/Mfts therein not contri - buting to the county rate* according to the number of menferv - ingfor each infuch militia 9 and to remove certain difficulties in rejpeft to the relief of families affithftituUs* hired men* or w lunteers* ferving tn the militia* — - [May 22, .1795.]"
mill,"noun:A building equipped with machinery for grinding grain into flour or meal.","""Some were like Evan's mill, _which was a gentlemanly mill_; it would go when it had nothing to do, but it refused to work."""
millennium,"noun:A span of one thousand years.","My beliefs are that God may have designed the universe, but did it over more than a week maybe we got our units of time mixed up; a day should be what we call a millennium?"
millinery,"noun:Articles, especially women's hats, sold by a milliner.","The students were ""taught not only how to make attractive garments for themselves, but a trade by which they can support themselves"" through a year-long course in millinery, dressmaking, or machine operation. 41 The timing of the course was planned so that after graduation in July, the girls would have some vacation time before the garment season began in the fall."
mime,"noun:A form of ancient Greek and Roman theatrical entertainment in which familiar characters and situations were farcically portrayed on stage, often with coarse dialogue and ludicrous actions.","Hoodathunk (sponsored by the Church of Holy Beer) says: actually, I meant to say ‘A mime is a terrible thing to face’."
mimicry,"noun:The act, practice, or art of mimicking.","They say that mimicry is the sincerest form of flattery …."
minaret,"noun:A tall slender tower attached to a mosque, having one or more projecting balconies from which a muezzin summons the people to prayer.","It is said that the word minaret comes from the Arabic term Al - manar, which means lighthouse and minaret."
minatory,"adjective:Of a menacing or threatening nature; minacious.","From the moment Glover nasally announces, ""I invented Hitler studies ..."" the darkly funny, minatory novel jangles in the ear."
mince,"verb-transitive:To cut or chop into very small pieces.","World War II, they mince, is the reason we got out of the Great Depression."
mincing,"adjective:Affectedly refined or dainty.","Once we’d moved on, we eventually found ourselves pootling (Trix thought the term mincing was not quite a gay enough description for our driving style, and music choices) down the A303, and Trixy decided randomly that, owing to Sherborne having a girls’ school (where my friend Sophie went incidentally) it was obviously a perfect place to stop off for a refreshing glass of wine."
mingle,"verb-transitive:To mix or bring together in combination, usually without loss of individual characteristics. See Synonyms at mix.","The house must have smiled to hear laughter and singing and sounds of love once again mingle with the timeless rhythm of restless wind."
miniature,"noun:A copy or model that represents or reproduces something in a greatly reduced size.","Extract any video clip or frame as the title miniature in DVD menu."
minion,"noun:An obsequious follower or dependent; a sycophant.","I called a minion at the department who said I should call the main number, and then when I told her that it wasn't an option on the main menu, she hung up on me."
mint,"noun:A place where the coins of a country are manufactured by authority of the government.","""The subject of the stock market & personal finance should not make you want to douse yourself in gasoline & run into a forest fire."" supernova17 Still innovating, @mint launches Money Tweets to keep you up-to-date on the latest personal finance tweets. http://bit. ly/4t8c2b #mint"
minuscule,"adjective:Very small; tiny. See Synonyms at small.","ROIG-FRANZIA: Well, today, George Felos said that she has received what he described as a minuscule amount of morphine, not the morphine drip that had been reported in some venues, but a suppository of 50 milligrams of morphine that had been administered twice since her feeding tube was removed."
minute,"noun:A unit of time equal to one sixtieth of an hour, or 60 seconds.","Cloud Net users just pay for calls, at 0. 9p per minute to landlines and 9. 0p per minute* to mobiles and also benefit from low cost international calls."
minutia,"noun:A small or trivial detail: ""the minutiae of experimental and mathematical procedure�?  ( Frederick Turner).","Because analyzing narratives for minutia is what I do for fun, I did the rewatch-update of the ""Open Season"" post."
minutiae,"noun:Plural form of minutia#English|minutia","I am afraid that kind of minutiae is not my responsibility, though I admit your name does sound familiar."
miracle,"noun:An event that appears inexplicable by the laws of nature and so is held to be supernatural in origin or an act of God: ""Miracles are spontaneous, they cannot be summoned, but come of themselves�?  ( Katherine Anne Porter).","O none, unless _this_ miracle [this _miracle_] have might, that in _black ink_ -- '"
mirage,"noun:An optical phenomenon that creates the illusion of water, often with inverted reflections of distant objects, and results from distortion of light by alternate layers of hot and cool air. Also called fata morgana.","(Aug. 25): The root of the word mirage is to look at or to admire."
mire,"noun:An area of wet, soggy, muddy ground; a bog.","The king's ministers and the false prophets who misled him. sunk in ... mire -- proverbial for, Thou art involved by ""thy friends '"" counsels in inextricable difficulties."
mirth,"noun:Gladness and gaiety, especially when expressed by laughter.","_mirth_ it may be derived from _uaim-mir_, i.e. loud mirth, gaiety."
misadventure,"noun:An instance of misfortune; a mishap.","This misadventure is already serving as really funny material for your writings!"
misanthrope,"noun:One who hates or mistrusts humankind.","For his sin of sympathetic disengagement, this particular misanthrope is cut off from social sympathy in death as well as in life."
misapprehension,"noun:a failure to understand something; an illusion, misconception or misunderstanding","Such a misapprehension is perhaps especially acute when the character in question is presumed to be more or less autobiographical, but even characters not immediately associated with the writer him/herself are, if Zadie Smith is to be believed, mostly an opportunity for the author to indulge in ""the attempted revelation of [an] elusive, multifaceted self"" -- that is, his or her own ""selfhood,"" the ""development"" of which is central to the act of writing."
misbehave,"verb-intransitive:To behave badly.","The Carnival tradition of wearing masks, role reversal, anonymity, and general license to misbehave is still common throughout the Catholic world."
miscellaneous,"adjective:Made up of a variety of parts or ingredients.","The term miscellaneous goods and services includes a range of items ranging from durables to FMCG to household help, as incomes grow, these items would be among the fastest to rise - reflecting the evolution of aspirations of ensuring basic consumption to enjoying better lifestyles."
miscellany,"noun:A collection of various items, parts, or ingredients, especially one composed of diverse literary works.","Magius, 1664 ""; then, pell-mell, there were: _A curious and edifying miscellany concerning church bells_ by Dom Rémi Carré; another _Edifying miscellany_, anonymous; a _Treatise of bells_ by Jean-Baptiste Thiers, curate of Champrond and Vibraye; a ponderous tome by an architect named"
mischance,"noun:An unfortunate occurrence; a mishap.","Debts are mischances, and I am in mischance with you."
mischief,"noun:Behavior that causes discomfiture or annoyance in another.","I. v.51 (423, 6) You wait on nature's mischief!] _Nature's mischief_ is mischief done to nature, violation of nature's order committed by wickedness."
mischievous,"adjective:Causing mischief.","Saraki also appealed to those he called mischievous people who wanted to use the present situation to cause problem to stop, saying this is about all of us."
misconduct,"noun:Behavior not conforming to prevailing standards or laws; impropriety.","In a move that deepened the war-torn country's political crisis, Abdullah said he would quit the November 7 contest in protest against what he called misconduct on behalf of the government and the electoral commission."
